张末
谷德昭
克里斯·科赫
加藤裕将
罗泓轸
叶君
托马斯·温特伯格
西拉斯霍华德
托比·海恩斯
Mike Maguire
恩斯特·马里施卡
麦曦茵
米开朗基罗·安东尼奥尼
小松隆志
本木克英
落落
让-马克·瓦雷
奥利维埃·纳卡什
克里斯托弗·史密斯
韦斯·安德森
何麒
大友启史
米拉·奈尔
弗雷德·托耶
弗朗索瓦·特吕弗
宋晓飞 
申承佑
荻上直子
斯蒂芬·威廉姆斯
陈正道
乔尔·科恩
曹义锡‍
伦尼·阿伯拉罕森
谢涤葵
让-雅克·阿诺
陈玉珊
金永卓
史蒂文·斯皮尔伯格
达雷尔·鲁尼
饶晓志
克里斯·雷纳德
中田秀夫
保罗·哈吉斯
冈村天斋
本·卡隆
杰伊·罗奇
迈克尔·乌彭达尔
彼得·威尔
布莱恩·柯克
安德雷斯·拜斯
乌尔善
坪井敏雄 
李阳
阿牛
泽维尔·多兰
保罗·费格
戚其义
金镇英
许鞍华
布莱恩·德·帕尔玛
申宇哲
吕行
奥利佛·斯通
温子仁
特德·科特切夫
文斯·吉里根
顾长卫
朱浩伟
加里·特洛斯达勒
阿甘
细田守
大地丙太郎
蒂姆·希尔
Chris Long
城宝秀则
朱迪·福斯特
迈克尔·斯派瑞
布莱恩·科兰斯顿
金秉祐
杜琪峰
斯派克·琼斯
菲利普·诺伊斯
芝山努
亚利桑德罗·冈萨雷斯·伊纳里图
大卫·O·拉塞尔
瑞恩·墨菲
西尾大介
刘奋斗
凯尔·巴尔达
Mark Rosman
拉娜·沃卓斯基
冯小刚
元泰渊
亚历杭德罗·阿格雷斯蒂
韦家辉
谢立文
Peter Sohn
特伟
克里斯托弗·麦奎里
陈可辛
布莱恩·派西维尔
保罗·韦兹
李安
许宏宇
毕赣
麦浚龙
加文·欧康诺
布莱恩·莱温特
帕特里克·亚力桑德罗
刘左锋
周美玲
皮特·古尔德
弗洛里安·亨克尔·冯·多纳斯马尔克
爱德华·兹威克
山下宏幸
罗纳尔多·德尔·卡门
西娅·夏罗克
罗曼·波兰斯基
简·皮克瓦
陈骏霖
胡明凯
迪恩·德布洛斯
诺夫·舒贝尔
拉夫·埃格尔斯顿
陈大明
米洛斯·福尔曼
小林圣太郎
约翰·大卫·科尔斯
佐藤真人
庄文强
关智耀
侣皓吉吉
叶锦鸿
常光希
唐木希浩
安德鲁·吉梅内斯
Haeman Chatemee
高田雅博
三池崇史
J. Miller Tobin
Charles Haid
张松林
萧寒
并木道子
西浦正记
罗伯特·斯文克
卡瑞恩·库萨马
加雷斯·埃文斯
亚当·艾略特
德里克·斯安弗朗斯
汤姆·麦格拉思
Ben Fuller
张元
茂文·勒鲁瓦
王迎
克雷格·比贝洛斯
阿米尔·汗
原惠一
熊泽尚人
阿布戴·柯西胥
卡尔·弗兰克林
迈克尔·柯蒂斯
杨韬
金奎泰
郭子健
菲利普·考夫曼
尹齐均
Santiago Grasso
尼提瓦·塔拉吞
米盖尔·阿尔特塔
徐昂
陈宏一
茂山佳則
滕华涛
菲尔·亚伯拉罕
达伦·阿伦诺夫斯基
李·塔玛霍瑞
肖洋
志水淳儿
于仁泰
Robert Alvarez
张建亚
凯文·麦克唐纳
J·麦基·格鲁伯
Jay Sarbry
安迪·坦纳特
翠西亚·布洛克
埃里克·萨哈罗夫
泰瑞·麦克多诺
Randall Balsmeyer
张一白
楠叶宏三
阿托姆·伊戈扬
弗兰克·奥兹
薛晓路
吉姆·费尔德·史密斯
纳塔吾·彭皮里亚
文伟鸿
蒂姆·肯德尔
安德鲁·亚当森
皮埃尔·柯芬
戴铁郎
盖瑞·温尼克
托马斯·施纳泽
吉米·海沃德
王子鸣
克里斯·巴克
约瑟夫·科辛斯基
李力持
乔治·库克
卡迪亚·兰德
大卫·叶茨
大卫·林奇
费利克斯·恩里克斯·阿尔科拉
安格斯·麦克莱恩
埃里克·布雷斯
贾樟柯
乔纳森·里贝斯曼
李姝洁
马丁·布莱斯
秋昌旼
克里斯·威廉姆斯
史蒂夫·麦奎因
彭三源
贝尼特·米勒
艾伦·巴利拉罗
汤姆·麦卡锡
孔笙
罗伯特·泽米吉斯
斯科特·沃
乔纳森·诺兰
乔·沃茨
李海蜀
李勇周
Kevin Hooks
乔恩·阿米尔
麦克·特米尔
弗莱德·萨维奇
钮承泽
陈建斌
张睿
F·加里·格雷
戴夫·格林
吉尔莫·德尔·托罗
韦斯·鲍尔
理查德·盖尔
马伟豪
Richard Boden
韩延
Don Lusk
薛梅君
哈罗德·雷米斯
萨拉萨瓦蒂·翁索姆佩奇
黑泽明
王竞
布莱特·拉特纳
Tim Hill
杰茜·尼尔森
加仑·T·楚
詹姆斯·古恩
范小天
李国立
扬·阿尔蒂斯-贝特朗
艾斯彭·山德伯格
金泰均
南希·迈耶斯
片山修
张吃鱼
玛丽·哈伦
彼特·道格特
全基尚 
迈克尔·克里斯托弗
杰拉德·布什
何伟锋
赛斯·戈登
兰德尔·艾因霍恩
张开宙
永山耕三
源孝志
詹姆斯·B·罗杰斯
John Pasquin
大卫·塞梅尔
伊桑·科恩
尚敬
张坚庭
刘杰
白宗烈
张皓
尼尔·布洛姆坎普
黄毅瑜
罗杰·阿勒斯
押井守
吴京
藤森雅也
盖·里奇
保罗·格林格拉斯
大森贵弘
丹尼尔·伊斯皮诺萨
黄百鸣
厄文·克什纳
山姆·雷米
麦兆辉
班庄·比辛达拿刚
汤姆·汉克斯
曼斯·马林德
凯利·阿斯博瑞
周申
尼克·帕克
陈国辉
帕科·普拉萨
阿德里安·莫利纳
韦斯·克雷文
冯德伦
田羽生
格雷格·莫托拉
彼德·切尔瑟姆
格里高利·霍布里特
于地纮仁
道格拉斯·麦金农
梁旋
梁柏坚
弗朗西斯·劳伦斯
成田岳
本间欧彦
李相日
杨庆
陆川
马克·赫尔曼
马丁·坎贝尔
瑞奇·摩尔
阿兰·泰勒
比尔·布拉迪
法兰西斯·威柏
瞿友宁
行定勋
申允燮
张前
理查德·格雷泽
郭在容
易智言
丹尼斯·维伦纽瓦
迈克尔·贝
何炅
亚历山大·雅丁
埃德加·赖特
今敏
西恩·埃利斯
唐季礼
申·阿克
佐佐部清
罗伯·马歇尔
查克·罗瑞
黄进
乔纳森·戴顿
权炯辰
彼得·梅达克
D·J·卡卢索
亚历杭德罗·阿梅纳瓦尔
马丁·麦克唐纳
赵薇
科林·特雷沃罗
朴光铉
格雷厄姆·莱恩汉
西恩·潘
洛朗·蒂拉尔
鲁伯特·瓦耶特
新海诚
马科斯·西恩加
阿什利·皮尔斯
李·昂克里奇
艾伦·休斯
朱迪·莫里斯
张艾嘉
李宰汉
德鲁·高达
斯蒂芬·赫瑞克
佩德罗·阿莫多瓦
周游
唐·霍尔
詹姆斯·马什
J·J·艾布拉姆斯
大卫·阿耶
宫本理江子
王全安
李玉
罗勒·莎菲
马克·伯顿
本·阿弗莱克
范马迪
徐克
萨布
Mark Cendrowski
甄子丹
楚克·萨克瑞科
瑞秋·塔拉蕾
凯瑟琳·哈德威克
Gail Mancuso
迈克尔·哈内克
Shelley Jensen
大卫·雷奇
艾伦·保尔
斯坦利·库布里克
吕克·雅盖
周克勤
弗兰克·克拉斯
张春
严定宪
斯蒂芬·卓博斯基
Chris Buck
邓迎海
沙朗·马奎尔
杨凡
萨姆·门德斯
Jason Winer
普特鹏·普罗萨卡·那·萨克那卡林
杰瑞·扎克
尼克·卡萨维茨
霍耀良
罗杰·米歇尔
斯蒂芬·诺林顿
米林宏昌
石井裕也
臼井裕词
维达也·汤于容
奥利维耶·特雷内 
丹尼尔·施纳特
哈罗德·兹瓦特
李俊民
冯小宁
Vincent Misiano
铃木雅之
金豪俊
安相勋
文章
泰特·泰勒
布拉德·特纳
董旭
叶念琛
张艺谋
孙周
蔡岳勋
蒂姆·波顿
马克·斯蒂文·约翰逊
陈健
佐藤竜雄
安南德·图克尔
史蒂夫·班德莱克
汤姆·提克威
傅华阳
李芳芳
艾里克斯·库兹曼
俞钟
Peter Levin
费格尔·雷利
皮埃尔·莫瑞尔
李少红
罗伯托·贝尼尼
Hideo Furusawa
宋阳
张绍林
丹尼·博伊尔
奥里奥尔·保罗
科斯汀·谢里丹
黄真真
娜塔莉·波特曼
沃利·菲斯特
马俪文
付玮
马中骏
泽田镰作
David Frankel
约翰·摩尔
拜伦·霍华德
罗伯特·斯特罗姆伯格
吉姆·麦凯
菲尔·奥尔登·罗宾森
陈家林
Rob LaDuca
亚当·麦凯
肖恩·利维
奥利维尔·米加顿
Paul Sommer
罗伯特·路克蒂克
阮世生
特瑞·乔治
埃里克松·科尔
菲尔·罗德
永田琴
李雪
戴夫·森缪尔
巴里·索南菲尔德
拉斯·霍尔斯道姆
张荣吉
万籁鸣
大卫·李兰特
彼得·西格尔
武正晴
乔恩·费儒
非行
陈玉勋
土井裕泰
沙恩·布莱克
俞白眉
简·坎皮恩
林诣彬
林玉芬
冲田修一
平川雄一朗
安妮·芳婷
长滨博史
布拉德·安德森
拉里·肖
神山征二郎
马克·沃特斯
俞飞鸿
西坂瑞城
孙树培
费尔南多·梅里尔斯
姜信孝
沃尔夫冈·贝克 
小乔治·提尔曼
罗伯特·怀斯
简川訸
迈克尔·科斯塔
马特·沙克曼
乔斯·韦登
迈克·内威尔
巴巴克·纳加非
几原邦彦
赵宝刚
邓肯·琼斯
本·斯蒂勒
康拉德·弗农
迈克尔·艾里亚斯
派蒂·杰金斯
安东尼·罗素
格雷格·乔丹
姜文
巴里·库克
玛尔塔·考夫曼
理查德·拉·格拉文斯
奥利维埃·达昂
李桢凡
史蒂文·索德伯格
戴维·汉德
安妮·弗莱彻
林岭东
理查德·斯塔扎克
伊万·阿达勒
许仁茂
沈好放
乔·庄斯顿
安东尼·明格拉
任长箴
权宗官
克里斯托夫·巴拉蒂
比尔·康顿
陈奕利
约翰·凯世
诺曼·巴克利
贾斯汀·查德维克
斯科特·德瑞克森
让-保尔·萨罗米
Carl Urbano
奥利维耶·阿萨亚斯
彼得·韦柏 
田里
北野武
查尔斯·麦克道格
叶伟信
李杨
张鑫炎
三宅喜重
阿方索·阿雷奥
韩杰
马克·匹兹纳斯基
西沢信孝
卡米尔·狄拉玛
Kevin Lima
李平
托德·菲利普斯
杜可风
松冈锭司
韦正
杨宇硕
雪瑞·霍尔曼
蒂姆·亨特
史蒂文·奎里 
